Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes	column17	raven_filename	Analyst	Verification_2	OLD-Selection	Site	Channel-OLD	hour	file date	date(raven)	Tag 1	Tag 2	fileDate	Begin Path - old
199	Spectrogram 1	01	3349.12	3357.44	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3349.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
200	Spectrogram 1	01	3358.72	3364.48	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3358.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
201	Spectrogram 1	01	3372.8	3376.0	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3372.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
202	Spectrogram 1	01	3536.64	3541.12	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3536.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
203	Spectrogram 1	01	3605.76	3610.24	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3605.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
204	Spectrogram 1	01	3623.04	3633.28	5	250	01/01/1970	00	hour_eighteen.wav	hour_eighteen.wav	3623.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
205	Spectrogram 1	01	2100.48	2102.4	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	2100.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
206	Spectrogram 1	01	2106.24	2109.44	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	2106.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
207	Spectrogram 1	01	2177.28	2179.84	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	2177.28	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
208	Spectrogram 1	01	2220.16	2232.32	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	2220.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
209	Spectrogram 1	01	3328.64	3330.56	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	3328.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
210	Spectrogram 1	01	3539.84	3544.32	5	250	01/01/1970	00	hour_seven.wav	hour_seven.wav	3539.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
211	Spectrogram 1	01	411.52	421.76	5	250	01/01/1970	00	hour_nine.wav	hour_nine.wav	411.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
212	Spectrogram 1	01	1789.44	1792.0	5	250	01/01/1970	00	hour_nine.wav	hour_nine.wav	1789.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
213	Spectrogram 1	01	3598.08	3601.92	5	250	01/01/1970	00	hour_nine.wav	hour_nine.wav	3598.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
214	Spectrogram 1	01	205.44	208.64	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	205.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
215	Spectrogram 1	01	588.8	593.28	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	588.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
216	Spectrogram 1	01	1267.2	1271.68	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1267.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
217	Spectrogram 1	01	1804.16	1809.28	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1804.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
218	Spectrogram 1	01	1834.88	1836.8	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1834.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
219	Spectrogram 1	01	1841.28	1843.2	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1841.28	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
220	Spectrogram 1	01	1946.88	1950.08	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1946.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
221	Spectrogram 1	01	1956.48	1960.96	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1956.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
222	Spectrogram 1	01	1975.68	1978.24	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	1975.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
223	Spectrogram 1	01	2055.04	2057.6	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2055.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
224	Spectrogram 1	01	2252.16	2257.28	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2252.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
225	Spectrogram 1	01	2261.76	2268.16	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2261.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
226	Spectrogram 1	01	2298.24	2302.72	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2298.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
227	Spectrogram 1	01	2327.04	2330.24	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2327.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
228	Spectrogram 1	01	2499.84	2502.4	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2499.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
229	Spectrogram 1	01	2507.52	2513.92	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2507.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
230	Spectrogram 1	01	2532.48	2539.52	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2532.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
231	Spectrogram 1	01	2720.64	2728.32	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2720.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
232	Spectrogram 1	01	2765.44	2780.16	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	2765.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
233	Spectrogram 1	01	3248.64	3252.48	5	250	01/01/1970	00	hour_fourteen.wav	hour_fourteen.wav	3248.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
234	Spectrogram 1	01	78.08	97.92	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	78.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
235	Spectrogram 1	01	126.08	131.2	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	126.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
236	Spectrogram 1	01	138.88	144.0	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	138.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
237	Spectrogram 1	01	152.32	172.8	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	152.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
238	Spectrogram 1	01	186.24	192.0	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	186.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
239	Spectrogram 1	01	340.48	364.16	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	340.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
240	Spectrogram 1	01	440.96	443.52	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	440.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
241	Spectrogram 1	01	506.88	514.56	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	506.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
242	Spectrogram 1	01	572.16	590.08	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	572.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
243	Spectrogram 1	01	679.68	684.16	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	679.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
244	Spectrogram 1	01	1192.96	1194.88	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	1192.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
245	Spectrogram 1	01	1353.6	1358.08	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	1353.6	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
246	Spectrogram 1	01	1365.12	1367.04	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	1365.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
247	Spectrogram 1	01	1406.08	1418.88	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	1406.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
248	Spectrogram 1	01	1888.0	1893.76	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	1888.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
249	Spectrogram 1	01	2343.68	2348.16	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	2343.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
250	Spectrogram 1	01	2354.56	2358.4	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	2354.56	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
251	Spectrogram 1	01	2363.52	2375.04	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	2363.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
252	Spectrogram 1	01	2389.12	2391.04	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	2389.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
253	Spectrogram 1	01	2672.64	2679.04	5	250	01/01/1970	00	hour_twenty_four.wav	hour_twenty_four.wav	2672.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
254	Spectrogram 1	01	5.76	7.68	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	5.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
255	Spectrogram 1	01	14.08	16.0	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	14.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
256	Spectrogram 1	01	17.92	19.84	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	17.92	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
257	Spectrogram 1	01	23.68	53.76	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	23.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
258	Spectrogram 1	01	66.56	73.6	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	66.56	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
259	Spectrogram 1	01	76.16	85.12	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	76.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
260	Spectrogram 1	01	1983.36	1989.12	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	1983.36	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
261	Spectrogram 1	01	2320.64	2322.56	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	2320.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
262	Spectrogram 1	01	3099.52	3107.84	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3099.52	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
263	Spectrogram 1	01	3187.84	3191.68	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3187.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
264	Spectrogram 1	01	3196.16	3199.36	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3196.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
265	Spectrogram 1	01	3262.72	3267.84	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3262.72	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
266	Spectrogram 1	01	3269.12	3274.24	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3269.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
267	Spectrogram 1	01	3325.44	3328.64	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3325.44	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
268	Spectrogram 1	01	3351.68	3356.16	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3351.68	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
269	Spectrogram 1	01	3363.84	3442.56	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3363.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
270	Spectrogram 1	01	3443.84	3495.68	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3443.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
271	Spectrogram 1	01	3496.96	3580.8	5	250	01/01/1970	00	hour_seventeen.wav	hour_seventeen.wav	3496.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
272	Spectrogram 1	01	0.0	5.76	5	250	01/01/1970	00	hour_ten.wav	hour_ten.wav	0.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
273	Spectrogram 1	01	648.32	651.52	5	250	01/01/1970	00	hour_ten.wav	hour_ten.wav	648.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
274	Spectrogram 1	01	1683.84	1687.68	5	250	01/01/1970	00	hour_ten.wav	hour_ten.wav	1683.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
275	Spectrogram 1	01	2024.32	2027.52	5	250	01/01/1970	00	hour_ten.wav	hour_ten.wav	2024.32	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
276	Spectrogram 1	01	28.16	30.08	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	28.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
277	Spectrogram 1	01	44.8	49.92	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	44.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
278	Spectrogram 1	01	137.6	142.08	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	137.6	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
279	Spectrogram 1	01	156.16	159.36	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	156.16	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
280	Spectrogram 1	01	229.12	231.68	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	229.12	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
281	Spectrogram 1	01	426.88	449.28	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	426.88	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
282	Spectrogram 1	01	455.04	464.64	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	455.04	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
283	Spectrogram 1	01	474.24	481.92	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	474.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
284	Spectrogram 1	01	771.2	778.24	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	771.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
285	Spectrogram 1	01	897.28	903.04	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	897.28	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
286	Spectrogram 1	01	1020.8	1032.32	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1020.8	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
287	Spectrogram 1	01	1107.84	1116.8	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1107.84	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
288	Spectrogram 1	01	1347.2	1378.56	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1347.2	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
289	Spectrogram 1	01	1392.0	1393.92	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1392.0	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
290	Spectrogram 1	01	1474.56	1482.24	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1474.56	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
291	Spectrogram 1	01	1520.64	1527.04	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1520.64	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
292	Spectrogram 1	01	1637.76	1649.92	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1637.76	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
293	Spectrogram 1	01	1729.28	1736.32	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1729.28	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
294	Spectrogram 1	01	1748.48	1765.12	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1748.48	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
295	Spectrogram 1	01	1766.4	1769.6	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1766.4	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
296	Spectrogram 1	01	1784.96	1802.88	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1784.96	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
297	Spectrogram 1	01	1806.08	1811.84	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1806.08	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
298	Spectrogram 1	01	1834.24	1843.84	5	250	01/01/1970	00	hour_twenty.wav	hour_twenty.wav	1834.24	01/01/1970	00:00:00.000	0.9	Maybe Rumble	Maybe Rumble	Maybe Rumble	possible_rumbles.txt									Maybe Rumble	Maybe Rumble		
